"","method","Nt","p0","p1","miss0","miss1","ONS","ONS_se","scenario"
"75","TS",200,0.5,0.5,0,0.2,90.217,7.54220099147429,3
"76","TS",200,0.5,0.5,0,0.3,85.201,7.47987617193945,3
"77","TS",200,0.5,0.5,0,0.4,79.778,7.75479547459847,3
"78","TS",200,0.5,0.5,0,0.5,75.249,8.28043263148518,3
"79","TS",200,0.5,0.5,0.1,0,95.234,7.29866525568302,3
"80","TS",200,0.5,0.5,0.1,0.1,89.945,6.84067027196676,3
"81","TS",200,0.5,0.5,0.1,0.2,84.527,7.13401465972458,3
"82","TS",200,0.5,0.5,0.1,0.3,80.41,7.66763931681014,3
"83","TS",200,0.5,0.5,0.1,0.4,74.977,7.56159035181414,3
"84","TS",200,0.5,0.5,0.1,0.5,70.118,7.65340778024082,3
"85","TS",200,0.5,0.5,0.2,0,90.241,7.14254401001036,3
"86","TS",200,0.5,0.5,0.2,0.1,85.361,7.04644104008054,3
"87","TS",200,0.5,0.5,0.2,0.2,80.06,6.7717247622933,3
"88","TS",200,0.5,0.5,0.2,0.3,74.921,6.97792594188635,3
"89","TS",200,0.5,0.5,0.2,0.4,69.8,7.32759808489069,3
"90","TS",200,0.5,0.5,0.2,0.5,64.884,7.28681285896939,3
"91","TS",200,0.5,0.5,0.3,0,85.178,7.54196242348085,3
"92","TS",200,0.5,0.5,0.3,0.1,80.018,7.03812554670711,3
"93","TS",200,0.5,0.5,0.3,0.2,75.211,7.32339478050385,3
"94","TS",200,0.5,0.5,0.3,0.3,70.03,6.63438882754961,3
"95","TS",200,0.5,0.5,0.3,0.4,64.96,6.58526884536735,3
"96","TS",200,0.5,0.5,0.3,0.5,59.901,6.84602564025779,3
"97","TS",200,0.5,0.5,0.4,0,80.349,8.0083289350733,3
"98","TS",200,0.5,0.5,0.4,0.1,74.756,7.28502131332061,3
"99","TS",200,0.5,0.5,0.4,0.2,69.897,7.00881691261189,3
"100","TS",200,0.5,0.5,0.4,0.3,65.372,6.71630290596878,3
"101","TS",200,0.5,0.5,0.4,0.4,60.018,6.31851245148726,3
"102","TS",200,0.5,0.5,0.4,0.5,54.762,6.19093560648822,3
"103","TS",200,0.5,0.5,0.5,0,75.424,8.15982884666136,3
"104","TS",200,0.5,0.5,0.5,0.1,69.989,7.88790834747071,3
"105","TS",200,0.5,0.5,0.5,0.2,65.531,7.05555241067769,3
"106","TS",200,0.5,0.5,0.5,0.3,60.204,6.7425400144045,3
"107","TS",200,0.5,0.5,0.5,0.4,54.736,6.27372805145901,3
"108","TS",200,0.5,0.5,0.5,0.5,50.174,6.24954244571399,3
"109","TS",200,0.7,0.7,0,0,139.726,6.67798768488828,4
"110","TS",200,0.7,0.7,0,0.1,133.286,6.79635155023593,4
"111","TS",200,0.7,0.7,0,0.2,126.258,7.29126865494604,4
"112","TS",200,0.7,0.7,0,0.3,119.263,7.78642790112767,4
"113","TS",200,0.7,0.7,0,0.4,111.857,9.10733190865988,4
"114","TS",200,0.7,0.7,0,0.5,105.356,10.0443094412783,4
"115","TS",200,0.7,0.7,0.1,0,133.245,6.91366572621021,4
"116","TS",200,0.7,0.7,0.1,0.1,126.046,7.14569415417039,4
"117","TS",200,0.7,0.7,0.1,0.2,118.755,6.99184245108976,4
"118","TS",200,0.7,0.7,0.1,0.3,112.036,7.51353160352422,4
"119","TS",200,0.7,0.7,0.1,0.4,105.327,8.36660451264855,4
"120","TS",200,0.7,0.7,0.1,0.5,98.167,8.94399832882957,4
"121","TS",200,0.7,0.7,0.2,0,125.904,7.42724363057709,4
"122","TS",200,0.7,0.7,0.2,0.1,119.089,7.11559630043124,4
"123","TS",200,0.7,0.7,0.2,0.2,112.007,7.04077577568861,4
"124","TS",200,0.7,0.7,0.2,0.3,104.592,7.05544579139513,4
"125","TS",200,0.7,0.7,0.2,0.4,97.96,7.32844499918681,4
"126","TS",200,0.7,0.7,0.2,0.5,90.914,8.12567724135229,4
"127","TS",200,0.7,0.7,0.3,0,119.237,7.99992686403006,4
"128","TS",200,0.7,0.7,0.3,0.1,111.682,7.78019327571028,4
"129","TS",200,0.7,0.7,0.3,0.2,104.742,7.35238012438785,4
"130","TS",200,0.7,0.7,0.3,0.3,97.731,7.3466054482061,4
"131","TS",200,0.7,0.7,0.3,0.4,91.204,7.01509768966873,4
"132","TS",200,0.7,0.7,0.3,0.5,84.18,7.48729989112628,4
"133","TS",200,0.7,0.7,0.4,0,112.136,9.12363659648634,4
"134","TS",200,0.7,0.7,0.4,0.1,105.36,8.29368345098758,4
"135","TS",200,0.7,0.7,0.4,0.2,98.032,7.76654976777303,4
"136","TS",200,0.7,0.7,0.4,0.3,90.988,7.29692408492106,4
"137","TS",200,0.7,0.7,0.4,0.4,84.303,7.01444177346946,4
"138","TS",200,0.7,0.7,0.4,0.5,77.147,7.11364850094486,4
"139","TS",200,0.7,0.7,0.5,0,105.238,10.1343011628854,4
"140","TS",200,0.7,0.7,0.5,0.1,98.401,9.13244767850332,4
"141","TS",200,0.7,0.7,0.5,0.2,91.315,8.17009948076065,4
"142","TS",200,0.7,0.7,0.5,0.3,83.666,7.67302543455444,4
"143","TS",200,0.7,0.7,0.5,0.4,77.017,7.02894850721764,4
"144","TS",200,0.7,0.7,0.5,0.5,69.588,6.77230537705737,4
"145","TS",200,0.9,0.9,0,0,180.089,4.21958337799881,5
"146","TS",200,0.9,0.9,0,0.1,171.213,4.93335271078087,5
"147","TS",200,0.9,0.9,0,0.2,162.386,6.53909502635982,5
"148","TS",200,0.9,0.9,0,0.3,153.682,7.97787706865194,5
"149","TS",200,0.9,0.9,0,0.4,144.668,9.10640997883923,5
"150","TS",200,0.9,0.9,0,0.5,136.579,10.7030048730865,5
"151","TS",200,0.9,0.9,0.1,0,171.017,5.40091481888771,5
"152","TS",200,0.9,0.9,0.1,0.1,162.162,5.39915798128809,5
"153","TS",200,0.9,0.9,0.1,0.2,153.249,6.36392162887779,5
"154","TS",200,0.9,0.9,0.1,0.3,143.966,7.48029403157381,5
"155","TS",200,0.9,0.9,0.1,0.4,135.444,8.09050803845595,5
"156","TS",200,0.9,0.9,0.1,0.5,126.823,9.16524264123284,5
"157","TS",200,0.9,0.9,0.2,0,161.969,6.4390605293397,5
"158","TS",200,0.9,0.9,0.2,0.1,153.359,6.21004699528785,5
"159","TS",200,0.9,0.9,0.2,0.2,144.188,6.29684891880902,5
"160","TS",200,0.9,0.9,0.2,0.3,135.345,6.80104618637671,5
"161","TS",200,0.9,0.9,0.2,0.4,126.243,7.37633793703633,5
"162","TS",200,0.9,0.9,0.2,0.5,117.519,8.64849324653927,5
"163","TS",200,0.9,0.9,0.3,0,153.604,7.94382076133949,5
"164","TS",200,0.9,0.9,0.3,0.1,144.063,7.16563865802465,5
"165","TS",200,0.9,0.9,0.3,0.2,134.949,6.89100028188106,5
"166","TS",200,0.9,0.9,0.3,0.3,125.713,6.79947526386146,5
"167","TS",200,0.9,0.9,0.3,0.4,116.888,7.08729043328166,5
"168","TS",200,0.9,0.9,0.3,0.5,108.071,7.72305668790568,5
"169","TS",200,0.9,0.9,0.4,0,144.728,9.34116016741354,5
"170","TS",200,0.9,0.9,0.4,0.1,135.225,8.67661562238749,5
"171","TS",200,0.9,0.9,0.4,0.2,125.684,7.56765574094207,5
"172","TS",200,0.9,0.9,0.4,0.3,116.55,7.06097424987214,5
"173","TS",200,0.9,0.9,0.4,0.4,108.3,7.20276890368419,5
"174","TS",200,0.9,0.9,0.4,0.5,99.203,7.3947598658424,5
"175","TS",200,0.9,0.9,0.5,0,136.978,10.5602573375385,5
"176","TS",200,0.9,0.9,0.5,0.1,126.738,9.57251215663835,5
"177","TS",200,0.9,0.9,0.5,0.2,117.374,8.70159995873413,5
"178","TS",200,0.9,0.9,0.5,0.3,107.849,7.75476210694663,5
"179","TS",200,0.9,0.9,0.5,0.4,99.161,7.46731811561821,5
"180","TS",200,0.9,0.9,0.5,0.5,90.132,6.88679925683942,5
"181","TS",526,0.1,0.2,0,0,91.947,10.2211869987621,6
"182","TS",526,0.1,0.2,0,0.1,84.015,9.20845104078697,6
"183","TS",526,0.1,0.2,0,0.2,76.338,8.89791711182617,6
"184","TS",526,0.1,0.2,0,0.3,67.765,8.1787937782822,6
"185","TS",526,0.1,0.2,0,0.4,60.06,7.4393375876985,6
"186","TS",526,0.1,0.2,0,0.5,52.573,6.73141760574866,6
"187","TS",526,0.1,0.2,0.1,0,90.554,10.534232485286,6
"188","TS",526,0.1,0.2,0.1,0.1,82.645,9.89205882654505,6
"189","TS",526,0.1,0.2,0.1,0.2,74.543,9.30702808482771,6
"190","TS",526,0.1,0.2,0.1,0.3,66.613,8.19551080759445,6
"191","TS",526,0.1,0.2,0.1,0.4,58.608,7.64413296383369,6
"192","TS",526,0.1,0.2,0.1,0.5,51.207,6.78219353521773,6
"193","TS",526,0.1,0.2,0.2,0,88.383,10.4561772480502,6
"194","TS",526,0.1,0.2,0.2,0.1,80.413,9.87146781775015,6
"195","TS",526,0.1,0.2,0.2,0.2,72.299,9.3241910930407,6
"196","TS",526,0.1,0.2,0.2,0.3,64.874,8.25713656810303,6
"197","TS",526,0.1,0.2,0.2,0.4,57.319,7.47590316471048,6
"198","TS",526,0.1,0.2,0.2,0.5,49.352,6.98748316068961,6
"199","TS",526,0.1,0.2,0.3,0,85.928,10.4215845928259,6
"200","TS",526,0.1,0.2,0.3,0.1,78.957,9.96948050509863,6
"201","TS",526,0.1,0.2,0.3,0.2,70.625,9.28938467648249,6
"202","TS",526,0.1,0.2,0.3,0.3,63.555,8.56097338304852,6
"203","TS",526,0.1,0.2,0.3,0.4,55.417,7.65190581898802,6
"204","TS",526,0.1,0.2,0.3,0.5,47.663,6.8418010232132,6
"205","TS",526,0.1,0.2,0.4,0,83.86,10.8017163949567,6
"206","TS",526,0.1,0.2,0.4,0.1,76.884,10.371794353829,6
"207","TS",526,0.1,0.2,0.4,0.2,68.714,8.9579265708337,6
"208","TS",526,0.1,0.2,0.4,0.3,60.854,8.5728745574736,6
"209","TS",526,0.1,0.2,0.4,0.4,53.649,7.80773717281517,6
"210","TS",526,0.1,0.2,0.4,0.5,45.987,6.77486012621144,6
"211","TS",526,0.1,0.2,0.5,0,81.049,11.0242520441585,6
"212","TS",526,0.1,0.2,0.5,0.1,73.907,10.1593091577411,6
"213","TS",526,0.1,0.2,0.5,0.2,66.425,9.82328213337436,6
"214","TS",526,0.1,0.2,0.5,0.3,59.284,8.9473682946104,6
"215","TS",526,0.1,0.2,0.5,0.4,51.244,7.69361135330188,6
"216","TS",526,0.1,0.2,0.5,0.5,44.035,7.23907308839876,6
"217","TS",162,0.1,0.3,0,0,40.111,6.49837732883432,7
"218","TS",162,0.1,0.3,0,0.1,36.406,6.0563886800505,7
"219","TS",162,0.1,0.3,0,0.2,32.822,5.91432965730651,7
"220","TS",162,0.1,0.3,0,0.3,29.076,5.22163666770195,7
"221","TS",162,0.1,0.3,0,0.4,25.455,5.05148418709714,7
"222","TS",162,0.1,0.3,0,0.5,22.254,4.63367618149509,7
"223","TS",162,0.1,0.3,0.1,0,39.351,6.527971615549,7
"224","TS",162,0.1,0.3,0.1,0.1,35.792,5.89164216899223,7
"225","TS",162,0.1,0.3,0.1,0.2,32.155,5.56254590245482,7
"226","TS",162,0.1,0.3,0.1,0.3,28.4,5.43926333114932,7
"227","TS",162,0.1,0.3,0.1,0.4,25.02,5.11015789518423,7
"228","TS",162,0.1,0.3,0.1,0.5,21.558,4.54326724695756,7
"229","TS",162,0.1,0.3,0.2,0,39.071,6.6037541269015,7
"230","TS",162,0.1,0.3,0.2,0.1,34.997,6.07979892389172,7
"231","TS",162,0.1,0.3,0.2,0.2,31.458,5.67454283942208,7
"232","TS",162,0.1,0.3,0.2,0.3,28.146,5.44282172299519,7
"233","TS",162,0.1,0.3,0.2,0.4,24.552,4.8894992793949,7
"234","TS",162,0.1,0.3,0.2,0.5,20.932,4.51794065784266,7
"235","TS",162,0.1,0.3,0.3,0,38.04,6.27166116222279,7
"236","TS",162,0.1,0.3,0.3,0.1,34.068,6.00378392527758,7
"237","TS",162,0.1,0.3,0.3,0.2,30.91,5.89377948659743,7
"238","TS",162,0.1,0.3,0.3,0.3,26.808,5.37140465688334,7
"239","TS",162,0.1,0.3,0.3,0.4,23.777,4.99842527755045,7
"240","TS",162,0.1,0.3,0.3,0.5,20.202,4.43541078919066,7
"241","TS",162,0.1,0.3,0.4,0,36.963,6.48024880885176,7
"242","TS",162,0.1,0.3,0.4,0.1,33.654,6.22937308957242,7
"243","TS",162,0.1,0.3,0.4,0.2,29.913,5.73989349878353,7
"244","TS",162,0.1,0.3,0.4,0.3,26.495,5.33164152971685,7
"245","TS",162,0.1,0.3,0.4,0.4,23.026,4.9737372329127,7
"246","TS",162,0.1,0.3,0.4,0.5,19.711,4.59244701325661,7
"247","TS",162,0.1,0.3,0.5,0,36.006,6.75096582272045,7
"248","TS",162,0.1,0.3,0.5,0.1,32.387,5.92472221571048,7
"249","TS",162,0.1,0.3,0.5,0.2,28.944,5.76698553163801,7
"250","TS",162,0.1,0.3,0.5,0.3,25.704,5.31889788157986,7
"251","TS",162,0.1,0.3,0.5,0.4,22.012,4.93601258306948,7
"252","TS",162,0.1,0.3,0.5,0.5,19.155,4.69158672369871,7
"253","TS",82,0.1,0.4,0,0,26.263,4.86615972924343,8
"254","TS",82,0.1,0.4,0,0.1,23.431,4.78415375245478,8
"255","TS",82,0.1,0.4,0,0.2,21.283,4.51323390489351,8
"256","TS",82,0.1,0.4,0,0.3,18.818,4.16728235691347,8
"257","TS",82,0.1,0.4,0,0.4,16.455,3.9208861687568,8
"258","TS",82,0.1,0.4,0,0.5,14.078,3.54011983532316,8
"259","TS",82,0.1,0.4,0.1,0,25.949,4.88121145057507,8
"260","TS",82,0.1,0.4,0.1,0.1,23.578,4.66901656837023,8
"261","TS",82,0.1,0.4,0.1,0.2,20.985,4.299914448482,8
"262","TS",82,0.1,0.4,0.1,0.3,18.383,4.30753593901036,8
"263","TS",82,0.1,0.4,0.1,0.4,15.769,3.96501706936557,8
"264","TS",82,0.1,0.4,0.1,0.5,13.529,3.6582156226146,8
"265","TS",82,0.1,0.4,0.2,0,25.186,4.94042627835006,8
"266","TS",82,0.1,0.4,0.2,0.1,23.188,4.61388599164998,8
"267","TS",82,0.1,0.4,0.2,0.2,20.52,4.42890677427457,8
"268","TS",82,0.1,0.4,0.2,0.3,17.918,4.15072337123356,8
"269","TS",82,0.1,0.4,0.2,0.4,15.632,3.94970583413198,8
"270","TS",82,0.1,0.4,0.2,0.5,13.249,3.64393705726063,8
"271","TS",82,0.1,0.4,0.3,0,24.863,4.98126932056921,8
"272","TS",82,0.1,0.4,0.3,0.1,22.397,4.76929105183749,8
"273","TS",82,0.1,0.4,0.3,0.2,20.176,4.27660067265034,8
"274","TS",82,0.1,0.4,0.3,0.3,17.618,4.15009630000309,8
"275","TS",82,0.1,0.4,0.3,0.4,15.494,3.8100499314944,8
"276","TS",82,0.1,0.4,0.3,0.5,13.221,3.7942793196542,8
"277","TS",82,0.1,0.4,0.4,0,23.962,5.03307936435418,8
"278","TS",82,0.1,0.4,0.4,0.1,21.9,4.73100225981582,8
"279","TS",82,0.1,0.4,0.4,0.2,19.585,4.41319059765735,8
"280","TS",82,0.1,0.4,0.4,0.3,17.024,4.32366951999319,8
"281","TS",82,0.1,0.4,0.4,0.4,14.91,3.89680447098454,8
"282","TS",82,0.1,0.4,0.4,0.5,12.892,3.65180389282772,8
"283","TS",82,0.1,0.4,0.5,0,23.468,5.04126872824594,8
"284","TS",82,0.1,0.4,0.5,0.1,21.117,4.59112071169877,8
"285","TS",82,0.1,0.4,0.5,0.2,18.85,4.33223594328244,8
"286","TS",82,0.1,0.4,0.5,0.3,16.776,4.37549642543209,8
"287","TS",82,0.1,0.4,0.5,0.4,14.359,3.78661556768805,8
"288","TS",82,0.1,0.4,0.5,0.5,12.213,3.55362621265367,8
"289","TS",254,0.4,0.6,0,0,140.108,9.61846405882201,9
"290","TS",254,0.4,0.6,0,0.1,128.268,8.5494601741437,9
"291","TS",254,0.4,0.6,0,0.2,116.668,8.27261821989944,9
"292","TS",254,0.4,0.6,0,0.3,105.235,8.14420672030758,9
"293","TS",254,0.4,0.6,0,0.4,94.195,7.73969494733984,9
"294","TS",254,0.4,0.6,0,0.5,83.478,7.97716435528009,9
"295","TS",254,0.4,0.6,0.1,0,137.125,9.85192546842674,9
"296","TS",254,0.4,0.6,0.1,0.1,125.274,8.92460489728103,9
"297","TS",254,0.4,0.6,0.1,0.2,113.946,8.1975779523152,9
"298","TS",254,0.4,0.6,0.1,0.3,102.771,8.12468889063265,9
"299","TS",254,0.4,0.6,0.1,0.4,91.327,7.5807346964881,9
"300","TS",254,0.4,0.6,0.1,0.5,80.99,7.61274286009017,9
"301","TS",254,0.4,0.6,0.2,0,134.188,10.2937173371245,9
"302","TS",254,0.4,0.6,0.2,0.1,122.584,9.42283045234996,9
"303","TS",254,0.4,0.6,0.2,0.2,111.122,8.56881208456228,9
"304","TS",254,0.4,0.6,0.2,0.3,99.454,8.10997260511129,9
"305","TS",254,0.4,0.6,0.2,0.4,89.004,7.93945961756964,9
"306","TS",254,0.4,0.6,0.2,0.5,77.967,7.50801446997016,9
"307","TS",254,0.4,0.6,0.3,0,130.026,10.9771499863044,9
"308","TS",254,0.4,0.6,0.3,0.1,119.065,10.0199388308599,9
"309","TS",254,0.4,0.6,0.3,0.2,107.985,9.5713314322191,9
"310","TS",254,0.4,0.6,0.3,0.3,96.554,8.79729938540666,9
"311","TS",254,0.4,0.6,0.3,0.4,85.64,7.58102050332749,9
"312","TS",254,0.4,0.6,0.3,0.5,74.846,7.48935073116317,9
"313","TS",254,0.4,0.6,0.4,0,126.76,11.3193872859148,9
"314","TS",254,0.4,0.6,0.4,0.1,115.904,10.8621715495002,9
"315","TS",254,0.4,0.6,0.4,0.2,104.489,9.68233580426886,9
"316","TS",254,0.4,0.6,0.4,0.3,93.492,9.25405714125289,9
"317","TS",254,0.4,0.6,0.4,0.4,82.517,8.23270845399547,9
"318","TS",254,0.4,0.6,0.4,0.5,71.402,7.39845478009653,9
"319","TS",254,0.4,0.6,0.5,0,123.39,12.6858516005364,9
"320","TS",254,0.4,0.6,0.5,0.1,111.617,12.0333333749262,9
"321","TS",254,0.4,0.6,0.5,0.2,100.76,10.3046876025713,9
"322","TS",254,0.4,0.6,0.5,0.3,89.967,9.57337769862657,9
"323","TS",254,0.4,0.6,0.5,0.4,78.778,8.50688445220006,9
"324","TS",254,0.4,0.6,0.5,0.5,68.071,7.41801765878095,9
"325","TS",82,0.6,0.9,0,0,67.774,3.4302610236964,10
"326","TS",82,0.6,0.9,0,0.1,62.072,3.89255288569956,10
"327","TS",82,0.6,0.9,0,0.2,56.437,4.09472804930899,10
"328","TS",82,0.6,0.9,0,0.3,50.792,4.53798736548807,10
"329","TS",82,0.6,0.9,0,0.4,45.806,4.48246098214546,10
"330","TS",82,0.6,0.9,0,0.5,40.498,4.81863208963034,10
"331","TS",82,0.6,0.9,0.1,0,66.555,3.95735209902223,10
"332","TS",82,0.6,0.9,0.1,0.1,60.744,4.18640537812453,10
"333","TS",82,0.6,0.9,0.1,0.2,55.074,4.13202100643228,10
"334","TS",82,0.6,0.9,0.1,0.3,49.411,4.49491749460246,10
"335","TS",82,0.6,0.9,0.1,0.4,44.111,4.31083080881891,10
"336","TS",82,0.6,0.9,0.1,0.5,39.147,4.5457733176056,10
"337","TS",82,0.6,0.9,0.2,0,64.996,4.28980027348435,10
"338","TS",82,0.6,0.9,0.2,0.1,59.368,4.33028028276777,10
"339","TS",82,0.6,0.9,0.2,0.2,53.507,4.46316825482424,10
"340","TS",82,0.6,0.9,0.2,0.3,48.269,4.42223870852707,10
"341","TS",82,0.6,0.9,0.2,0.4,42.775,4.73653985624631,10
"342","TS",82,0.6,0.9,0.2,0.5,37.434,4.57017839154343,10
"343","TS",82,0.6,0.9,0.3,0,63.514,4.57085295067526,10
"344","TS",82,0.6,0.9,0.3,0.1,57.75,4.72035822600169,10
"345","TS",82,0.6,0.9,0.3,0.2,52.243,4.63415865356662,10
"346","TS",82,0.6,0.9,0.3,0.3,46.905,4.66366001384371,10
"347","TS",82,0.6,0.9,0.3,0.4,41.404,4.43581564770905,10
"348","TS",82,0.6,0.9,0.3,0.5,36.104,4.40301834774403,10
"349","TS",82,0.6,0.9,0.4,0,61.785,5.04660710212745,10
"350","TS",82,0.6,0.9,0.4,0.1,56.016,5.23174111698153,10
"351","TS",82,0.6,0.9,0.4,0.2,50.719,4.90265999994647,10
"352","TS",82,0.6,0.9,0.4,0.3,45.378,4.81292845160618,10
"353","TS",82,0.6,0.9,0.4,0.4,39.693,4.58822436273585,10
"354","TS",82,0.6,0.9,0.4,0.5,34.616,4.38152276517443,10
"355","TS",82,0.6,0.9,0.5,0,60.178,5.65050831733254,10
"356","TS",82,0.6,0.9,0.5,0.1,54.305,5.55561336306261,10
"357","TS",82,0.6,0.9,0.5,0.2,48.714,5.3783948470832,10
"358","TS",82,0.6,0.9,0.5,0.3,43.797,4.87991850388965,10
"359","TS",82,0.6,0.9,0.5,0.4,38.243,4.67480532266369,10
"360","TS",82,0.6,0.9,0.5,0.5,33.089,4.52875132774903,10
"361","TS",162,0.7,0.9,0,0,137.995,5.14698615370845,11
"362","TS",162,0.7,0.9,0,0.1,126.673,5.10942043456762,11
"363","TS",162,0.7,0.9,0,0.2,115.632,5.71885314388132,11
"364","TS",162,0.7,0.9,0,0.3,105.004,6.27737121647186,11
"365","TS",162,0.7,0.9,0,0.4,94.701,6.77801892447495,11
"366","TS",162,0.7,0.9,0,0.5,84.475,7.45969315870445,11
"367","TS",162,0.7,0.9,0.1,0,135.252,5.60748962905327,11
"368","TS",162,0.7,0.9,0.1,0.1,124.18,5.76722297651659,11
"369","TS",162,0.7,0.9,0.1,0.2,112.854,5.67687510087292,11
"370","TS",162,0.7,0.9,0.1,0.3,102.13,6.07783185355107,11
"371","TS",162,0.7,0.9,0.1,0.4,91.543,6.46234577478743,11
"372","TS",162,0.7,0.9,0.1,0.5,81.226,7.15794385002845,11
"373","TS",162,0.7,0.9,0.2,0,132.229,6.63238626344603,11
